frame,time_s,distance_m,x,y,body_z,ground_z,yaw_rad,speed_mps,lateral_error_m,body_qw,body_qx,body_qy,body_qz,camera_x,camera_y,camera_z,camera_qw,camera_qx,camera_qy,camera_qz
13,1.3,0.38434019684671483,5.152843952177361,46.80414580315328,-0.3977373968310702,-0.5577586816497195,-1.5707963610234383,0.3,-3.5047822639656887e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152843936774517,46.35414580315328,0.68226260316893,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
14,1.4,0.41430082917064226,5.152835369108915,46.774185170829355,-0.3976954947657931,-0.5577586816497195,-1.5707963610234383,0.3,-4.363089108585833e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152835353706071,46.32418517082935,0.682304505234207,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
15,1.5,0.4443720877166726,5.152867794036835,46.744113912283325,-0.39768732892945885,-0.5577586816497195,-1.5707963610234383,0.3,-1.1205963165422116e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152867778633992,46.29411391228332,0.6823126710705413,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
16,1.6,0.47432509064542927,5.15284061431857,46.71416090935457,-0.39775371360257744,-0.5577586816497195,-1.5707963610234383,0.3,-3.838568143080385e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152840598915726,46.264160909354565,0.6822462863974227,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
17,1.7,0.5043009519568429,5.152853965758879,46.684185048043155,-0.39769607591107964,-0.5577586816497195,-1.5707963610234383,0.3,-2.5034241121022276e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152853950356036,46.23418504804315,0.6823039240889205,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
18,1.8,0.5342310667025316,5.15284204483137,46.654254933297466,-0.39775323676541924,-0.5577586816497195,-1.5707963610234383,0.3,-3.695516863014776e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152842029428527,46.20425493329746,0.6822467632345809,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
19,1.9,0.5642298459993427,5.152840137481833,46.624256154000655,-0.39774526464418053,-0.5577586816497195,-1.5707963610234383,0.3,-3.886251816712774e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.15284012207899,46.17425615400065,0.6822547353558196,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
20,2.0,0.594255328177141,5.152842044828647,46.59423067182286,-0.39774182247594475,-0.5577586816497195,-1.5707963610234383,0.3,-3.695517135330648e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152842029425804,46.144230671822854,0.6822581775240554,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
21,2.1,0.6242731809602944,5.1528406143192536,46.5642128190397,-0.3977378736682284,-0.5577586816497195,-1.5707963610234383,0.3,-3.838568074691565e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.15284059891641,46.1142128190397,0.6822621263317717,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
22,2.2,0.654264330862901,5.152848243713142,46.5342216691371,-0.3977414648480761,-0.5577586816497195,-1.5707963610234383,0.3,-3.0756286858708664e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152848228310298,46.084221669137094,0.682258535151924,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
23,2.3,0.6842821836455357,5.152831554411047,46.50420381635446,-0.3977348636336672,-0.5577586816497195,-1.5707963610234383,0.3,-4.744558895368482e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152831539008203,46.05420381635446,0.6822651363663329,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
24,2.4,0.7142962217320701,5.152849197388112,46.47418977826793,-0.397735847110306,-0.5577586816497195,-1.5707963610234383,0.3,-2.9802611888606773e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152849181985268,46.024189778267925,0.6822641528896941,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
25,2.5,0.7443026304230855,5.15283775329515,46.44418336957691,-0.397731004232918,-0.5577586816497195,-1.5707963610234383,0.3,-4.12467048507737e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152837737892306,45.99418336957691,0.6822689957670821,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
26,2.6,0.7742327451696696,5.152852058411342,46.41425325483033,-0.3977353553719866,-0.5577586816497195,-1.5707963610234383,0.3,-2.694158865872731e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152852043008498,45.964253254830325,0.6822646446280135,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
27,2.7,0.8042238950717575,5.152844429016167,46.38426210492824,-0.3977433870978701,-0.5577586816497195,-1.5707963610234383,0.3,-3.45709838339085e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152844413613323,45.93426210492824,0.68225661290213,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
28,2.8,0.8342417478554296,5.1528582572940165,46.35424425214457,-0.3977291117854464,-0.5577586816497195,-1.5707963610234383,0.3,-2.0742705984007083e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152858241891173,45.904244252144565,0.6822708882145537,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
29,2.9,0.864278674124769,5.152852535247727,46.32420732587523,-0.3977238367743838,-0.5577586816497195,-1.5707963610234383,0.3,-2.6464752273244927e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152852519844884,45.874207325875226,0.6822761632256163,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
30,3.0,0.8943003416053799,5.152856826782282,46.29418565839462,-0.3977431039758074,-0.5577586816497195,-1.5707963610234383,0.3,-2.217321771885641e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152856811379438,45.844185658394615,0.6822568960241927,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
31,3.1,0.9242762327187961,5.1528606414794265,46.2642097672812,-0.3977531175561297,-0.5577586816497195,-1.5707963610234383,0.3,-1.8358520574025513e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152860626076583,45.8142097672812,0.6822468824438704,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
32,3.2,0.9542406797407494,5.152874469757285,46.23424532025925,-0.39768710541204094,-0.5577586816497195,-1.5707963610234383,0.3,-4.530242715242304e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152874454354442,45.784245320259245,0.6823128945879592,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
33,3.3,0.9842356443397549,5.152856826781657,46.20425035566024,-0.3977280985064852,-0.5577586816497195,-1.5707963610234383,0.3,-2.217321834325135e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152856811378814,45.75425035566024,0.6822719014935149,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
34,3.4,1.014127612113768,5.152873516082672,46.17435838788623,-0.3976731728263247,-0.5577586816497195,-1.5707963610234383,0.3,-5.483917328303814e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152873500679829,45.72435838788623,0.6823268271736754,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
35,3.5,1.0441416501989025,5.152850151062768,46.144344349801095,-0.39774517523721337,-0.5577586816497195,-1.5707963610234383,0.3,-2.8848937232936563e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152850135659924,45.69434434980109,0.6822548247627868,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
36,3.6,1.074117541312333,5.152854442597071,46.114368458687665,-0.3977206032224047,-0.5577586816497195,-1.5707963610234383,0.3,-2.455740292990254e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152854427194227,45.66436845868766,0.6822793967775954,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
37,3.7,1.1041048765172476,5.152849674224975,46.08438112348275,-0.39773917006925225,-0.5577586816497195,-1.5707963610234383,0.3,-2.9325775025302752e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152849658822132,45.63438112348275,0.6822608299307479,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
38,3.8,1.1340807676304792,5.152848243711561,46.05440523236952,-0.3977414201445925,-0.5577586816497195,-1.5707963610234383,0.3,-3.075628843969563e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152848228308717,45.604405232369515,0.6822585798554076,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
39,3.9,1.1640757322304438,5.152858734130087,46.024410267769554,-0.39774031745866417,-0.5577586816497195,-1.5707963610234383,0.3,-2.026586991384272e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152858718727243,45.57441026776955,0.682259682541336,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
40,4.0,1.194093585013782,5.152862548827614,45.994392414986216,-0.3977274279542315,-0.5577586816497195,-1.5707963610234383,0.3,-1.645117238620692e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152862533424771,45.54439241498621,0.6822725720457686,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
41,4.1,1.224126696585948,5.152859687804404,45.96435930341405,-0.39775204467252373,-0.5577586816497195,-1.5707963610234383,0.3,-1.9312195596551967e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.1528596724015605,45.51435930341405,0.6822479553274764,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
42,4.2,1.2540720701213957,5.152868270874175,45.9344139298786,-0.39768655406907677,-0.5577586816497195,-1.5707963610234383,0.3,-1.0729125825191995e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152868255471332,45.4844139298786,0.6823134459309234,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
43,4.3,1.2840174436563458,5.152862071990223,45.90446855634365,-0.39774037706330895,-0.5577586816497195,-1.5707963610234383,0.3,-1.69280097771183e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.15286205658738,45.45446855634365,0.6822596229366912,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
44,4.4,1.3140238523475531,5.152856349944978,45.874462147652444,-0.3977355937905657,-0.5577586816497195,-1.5707963610234383,0.3,-2.26500550227465e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152856334542134,45.42446214765244,0.6822644062094344,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
45,4.5,1.3440188169471483,5.152855873107046,45.84446718305285,-0.39773671137765526,-0.5577586816497195,-1.5707963610234383,0.3,-2.3126892954554864e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.1528558577042025,45.394467183052846,0.6822632886223449,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
46,4.6,1.3740023374548116,5.152851581574059,45.814483662545186,-0.397738842243706,-0.5577586816497195,-1.5707963610234383,0.3,-2.7418425941312143e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152851566171216,45.36448366254518,0.6822611577562941,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
47,4.7,1.4040087461465447,5.152861118316057,45.78447725385345,-0.39774226951078057,-0.5577586816497195,-1.5707963610234383,0.3,-1.7881683943429744e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152861102913214,45.33447725385345,0.6822577304892196,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
48,4.8,1.4340227842326456,5.152865886688032,45.75446321576735,-0.3977417032666552,-0.5577586816497195,-1.5707963610234383,0.3,-1.311331196882547e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152865871285188,45.30446321576735,0.6822582967333449,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
49,4.9,1.4640024900429154,5.152857780456091,45.72448350995708,-0.39773264336064934,-0.5577586816497195,-1.5707963610234383,0.3,-2.1219543909634923e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152857765053247,45.27448350995708,0.6822673566393508,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
50,5.0,1.4940165281299613,5.152890205383241,45.694469471870036,-0.39770917403176903,-0.5577586816497195,-1.5707963610234383,0.3,1.1205383240750599e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152890189980398,45.24446947187003,0.6822908259682311,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
51,5.1,1.5239351987835548,5.152869701385456,45.66455080121644,-0.3977070729680407,-0.5577586816497195,-1.5707963610234383,0.3,-9.298614544222039e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152869685982613,45.21455080121644,0.6822929270319594,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
52,5.2,1.5539644956580219,5.152853965759106,45.634521504341976,-0.3977387528367388,-0.5577586816497195,-1.5707963610234383,0.3,-2.503424089460105e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.1528539503562625,45.18452150434197,0.6822612471632613,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
53,5.3,1.5839861631388956,5.1528658866881925,45.6044998368611,-0.3977225105710375,-0.5577586816497195,-1.5707963610234383,0.3,-1.3113311808074358e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152865871285349,45.1544998368611,0.6822774894289626,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
54,5.4,1.6139429807655716,5.152857780457034,45.574543019234426,-0.3977416436620104,-0.5577586816497195,-1.5707963610234383,0.3,-2.1219542966398623e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152857765054191,45.12454301923442,0.6822583563379897,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
55,5.5,1.6439188718789026,5.152859210968388,45.544567128121095,-0.39774325298741936,-0.5577586816497195,-1.5707963610234383,0.3,-1.978903161258335e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.1528591955655445,45.09456712812109,0.6822567470125808,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
56,5.6,1.6739443540563101,5.152849674225225,45.51454164594369,-0.3977012764163363,-0.5577586816497195,-1.5707963610234383,0.3,-2.932577477575951e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152849658822381,45.064541645943685,0.6822987235836638,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
57,5.7,1.7039736509317507,5.152862548828366,45.48451234906825,-0.3977498840041506,-0.5577586816497195,-1.5707963610234383,0.3,-1.64511716348392e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152862533425522,45.034512349068244,0.6822501159958495,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
58,5.8,1.7339762449261542,5.152870178222772,45.45450975507384,-0.39775237249807,-0.5577586816497195,-1.5707963610234383,0.3,-8.821777228824195e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152870162819928,45.00450975507384,0.6822476275019301,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
59,5.9,1.763872027396907,5.152871608734139,45.42461397260309,-0.3977458755917895,-0.5577586816497195,-1.5707963610234383,0.3,-7.391265861686239e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152871593331295,44.97461397260309,0.6822541244082106,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
60,6.0,1.793878436088228,5.152869224548092,45.39460756391177,-0.3977359365172732,-0.5577586816497195,-1.5707963610234383,0.3,-9.775451908499087e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152869209145249,44.94460756391177,0.682264063482727,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
61,6.1,1.8239001035689242,5.152875900268665,45.36458589643107,-0.39774204599336266,-0.5577586816497195,-1.5707963610234383,0.3,-3.099731335721272e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152875884865821,44.91458589643107,0.6822579540066375,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
62,6.2,1.8538988828661616,5.152886390685923,45.334587117133836,-0.39775340067819237,-0.5577586816497195,-1.5707963610234383,0.3,7.3906859227010364e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.15288637528308,44.88458711713383,0.6822465993218078,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
63,6.3,1.8838518857958633,5.1528868675228345,45.304634114204134,-0.3977249990649569,-0.5577586816497195,-1.5707963610234383,0.3,7.867522833988727e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152886852119991,44.85463411420413,0.6822750009350432,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
64,6.4,1.9138506650930154,5.152894973754528,45.27463533490698,-0.397735847110306,-0.5577586816497195,-1.5707963610234383,0.3,1.5973754527880908e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152894958351685,44.82463533490698,0.6822641528896941,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
65,6.5,1.9438875913625324,5.152894496916979,45.244598408637465,-0.3977266381926882,-0.5577586816497195,-1.5707963610234383,0.3,1.5496916978877438e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152894481514136,44.79459840863746,0.6822733618073119,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
66,6.6,1.973882555961879,5.152886867523494,45.21460344403812,-0.39774492191747307,-0.5577586816497195,-1.5707963610234383,0.3,7.867523493011602e-06,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.15288685212065,44.764603444038116,0.6822550780825271,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
67,6.7,2.0038394927990524,5.152914047242039,45.184646507200945,-0.3977269809193957,-0.5577586816497195,-1.5707963610234383,0.3,3.5047242038165875e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152914031839195,44.73464650720094,0.6822730190806044,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
68,6.8,2.0338153839120707,5.152906417847387,45.15467061608793,-0.39775296854451775,-0.5577586816497195,-1.5707963610234383,0.3,2.7417847386121774e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152906402444543,44.704670616087924,0.6822470314554824,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
69,6.9,2.063741683961048,5.152910709379749,45.12474431603895,-0.3977366368718493,-0.5577586816497195,-1.5707963610234383,0.3,3.170937974848595e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152910693976906,44.67474431603895,0.6822633631281508,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
70,7.0,2.093744277955267,5.152913093568142,45.09474172204473,-0.3977330307908404,-0.5577586816497195,-1.5707963610234383,0.3,3.409356814186251e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152913078165299,44.64474172204473,0.6822669692091597,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
71,7.1,2.1237316131601816,5.152908325196048,45.064754386839816,-0.39773598122075676,-0.5577586816497195,-1.5707963610234383,0.3,2.9325196047350477e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.1529083097932045,44.61475438683981,0.6822640187792434,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
72,7.2,2.1537456512466946,5.152925014495159,45.0347403487533,-0.39774299966767906,-0.5577586816497195,-1.5707963610234383,0.3,4.601449515804347e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152924999092315,44.5847403487533,0.6822570003323211,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
73,7.3,2.1837253570573196,5.152927398680697,45.00476064294268,-0.3977482597775805,-0.5577586816497195,-1.5707963610234383,0.3,4.839868069681459e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152927383277854,44.554760642942675,0.6822517402224196,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
74,7.4,2.2137241363543083,5.152930736543539,44.97476186364569,-0.39774687396958947,-0.5577586816497195,-1.5707963610234383,0.3,5.17365435380478e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152930721140695,44.524761863645686,0.6822531260304107,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
75,7.5,2.2437114715593083,5.152928352357235,44.94477452844069,-0.39773212182000756,-0.5577586816497195,-1.5707963610234383,0.3,4.935235723455139e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152928336954392,44.494774528440686,0.6822678781799926,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
76,7.6,2.2736530303971847,5.152927875517493,44.91483296960281,-0.39773993002847313,-0.5577586816497195,-1.5707963610234383,0.3,4.8875517492635416e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.15292786011465,44.46483296960281,0.682260069971527,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
77,7.7,2.30364418029923,5.15291929245164,44.88484181970077,-0.3977387379355776,-0.5577586816497195,-1.5707963610234383,0.3,4.029245163902678e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152919277048796,44.434841819700765,0.6822612620644225,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
78,7.8,2.3336658477802246,5.152934551239015,44.85482015221977,-0.397741151923691,-0.5577586816497195,-1.5707963610234383,0.3,5.555123901398594e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152934535836171,44.40482015221977,0.6822588480763091,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
79,7.9,2.3636646270772133,5.152937889098218,44.824821372922784,-0.3977475594230044,-0.5577586816497195,-1.5707963610234383,0.3,5.888909821724035e-05,-0.7071067690849304,0.0,0.0,0.7071067932881644,5.152937873695374,44.37482137292278,0.6822524405769957,1.2101617157933039e-08,1.2101617000923795e-08,0.7071067811865476,0.7071067811865474
